year	lakeid	secchi.m	secchi_source
2007	856800	0.5286	in-situ mean
2008	856800	0.5286	in-situ mean
2009	856800	0.5286	in-situ mean
2010	856800	0.5286	in-situ mean
2011	856800	0.5286	in-situ mean
2012	856800	0.5286	in-situ mean
1979	857900	1.0925	satellite mean
1980	857900	1.0925	satellite mean
1981	857900	1.0925	satellite mean
1982	857900	1.0925	satellite mean
1983	857900	1.0925	satellite mean
1984	857900	1.0925	satellite mean
1985	857900	1.0925	satellite mean
1986	857900	1.0925	satellite mean
1987	857900	1.0925	satellite mean
1988	857900	1.0925	satellite mean
1989	857900	1.0925	satellite mean
1990	857900	1.0925	satellite mean
1991	857900	1.0925	satellite mean
1992	857900	1.0925	satellite mean
1993	857900	1.0925	satellite mean
1994	857900	1.0925	satellite mean
1995	857900	1.0925	satellite mean
1996	857900	1.0925	satellite mean
1997	857900	1.0925	satellite mean
1998	857900	1.0925	satellite mean
1999	857900	1.0925	satellite mean
2000	857900	1.0925	satellite mean
2001	857900	1.0925	satellite mean
2002	857900	1.0925	satellite mean
2003	857900	1.0925	satellite mean
2004	857900	1.0925	satellite mean
2005	857900	1.0925	satellite mean
2006	857900	1.0925	satellite mean
2007	857900	1.0925	satellite mean
2008	857900	1.0925	satellite mean
2009	857900	1.0925	satellite mean
2010	857900	1.0925	satellite mean
2011	857900	1.0925	satellite mean
2012	857900	1.0925	satellite mean
1979	858300	2.376014317	in-situ mean
1980	858300	2.2	in-situ
1981	858300	2.376014317	in-situ mean
1982	858300	2.376014317	in-situ mean
1983	858300	2.376014317	in-situ mean
1984	858300	2.376014317	in-situ mean
1985	858300	1.375	in-situ
1986	858300	2.2098	in-situ
1987	858300	3.7338	in-situ
1988	858300	2.415	in-situ
1989	858300	2.292028571	in-situ
1990	858300	3.456109091	in-situ
1991	858300	2.792923077	in-situ
1992	858300	3.083333333	in-situ
1993	858300	2.82	in-situ
1994	858300	2.27576	in-situ
1995	858300	2.08	in-situ
1996	858300	1.8796	in-situ
1997	858300	1.92	in-situ
1998	858300	1.46	in-situ
1999	858300	2.4664448	in-situ
2000	858300	1.5	in-situ
2001	858300	2.4248464	in-situ
2002	858300	2.0574	in-situ
2003	858300	2.34315	in-situ
2004	858300	2.83439712	in-situ
2005	858300	3.048	in-situ
2006	858300	1.0287	in-situ
2007	858300	1.49352	in-situ
2008	858300	1.7907	in-situ
2009	858300	2.286	in-situ
2010	858300	1.27	in-situ
2011	858300	1.61544	in-situ
2012	858300	1.6002	in-situ
1979	859900	0.289773061	in-situ mean
1980	859900	0.3	in-situ
1981	859900	0.289773061	in-situ mean
1982	859900	0.289773061	in-situ mean
1983	859900	0.289773061	in-situ mean
1984	859900	0.289773061	in-situ mean
1985	859900	0.289773061	in-situ mean
1986	859900	0.289773061	in-situ mean
1987	859900	0.289773061	in-situ mean
1988	859900	0.289773061	in-situ mean
1989	859900	0.289773061	in-situ mean
1990	859900	0.289773061	in-situ mean
1991	859900	0.289773061	in-situ mean
1992	859900	0.289773061	in-situ mean
1993	859900	0.1905	in-situ
1994	859900	0.289773061	in-situ mean
1995	859900	0.289773061	in-situ mean
1996	859900	0.289773061	in-situ mean
1997	859900	0.289773061	in-situ mean
1998	859900	0.289773061	in-situ mean
1999	859900	0.289773061	in-situ mean
2000	859900	0.2286	in-situ
2001	859900	0.289773061	in-situ mean
2002	859900	0.289773061	in-situ mean
2003	859900	0.289773061	in-situ mean
2004	859900	0.289773061	in-situ mean
2005	859900	0.289773061	in-situ mean
2006	859900	0.289773061	in-situ mean
2007	859900	0.252306667	in-situ
2008	859900	0.289773061	in-situ mean
2009	859900	0.289773061	in-situ mean
2010	859900	0.43434	in-situ
2011	859900	0.32004	in-situ
2012	859900	0.289773061	in-situ mean
1979	861900	0.3048	in-situ mean
1980	861900	0.3048	in-situ mean
1981	861900	0.3048	in-situ mean
1982	861900	0.3048	in-situ mean
1983	861900	0.3048	in-situ mean
1984	861900	0.3048	in-situ mean
1985	861900	0.3048	in-situ mean
1986	861900	0.3048	in-situ mean
1987	861900	0.3048	in-situ mean
1988	861900	0.3048	in-situ mean
1989	861900	0.3048	in-situ mean
1990	861900	0.3048	in-situ mean
1991	861900	0.3048	in-situ mean
1992	861900	0.3048	in-situ mean
1993	861900	0.3048	in-situ mean
1994	861900	0.3048	in-situ mean
1995	861900	0.3048	in-situ mean
1996	861900	0.3048	in-situ mean
1997	861900	0.3048	in-situ mean
1998	861900	0.3048	in-situ mean
1999	861900	0.3048	in-situ mean
2000	861900	0.3048	in-situ mean
2001	861900	0.3048	in-situ mean
2002	861900	0.3048	in-situ mean
2003	861900	0.3048	in-situ mean
2004	861900	0.3048	in-situ mean
2005	861900	0.3048	in-situ mean
2006	861900	0.3048	in-situ mean
2007	861900	0.3048	in-situ mean
2008	861900	0.3048	in-situ mean
2009	861900	0.3048	in-situ mean
2010	861900	0.3048	in-situ mean
2011	861900	0.3048	in-situ mean
2012	861900	0.3048	in-situ
1979	862200	0.4572	in-situ mean
1980	862200	0.4572	in-situ mean
1981	862200	0.4572	in-situ mean
1982	862200	0.4572	in-situ mean
1983	862200	0.4572	in-situ mean
1984	862200	0.4572	in-situ mean
1985	862200	0.4572	in-situ mean
1986	862200	0.4572	in-situ mean
1987	862200	0.4572	in-situ mean
1988	862200	0.4572	in-situ mean
1989	862200	0.4572	in-situ mean
1990	862200	0.4572	in-situ mean
1991	862200	0.4572	in-situ mean
1992	862200	0.4572	in-situ mean
1993	862200	0.4572	in-situ mean
1994	862200	0.4572	in-situ mean
1995	862200	0.4572	in-situ mean
1996	862200	0.4572	in-situ mean
1997	862200	0.4572	in-situ mean
1998	862200	0.4572	in-situ mean
1999	862200	0.4572	in-situ mean
2000	862200	0.4572	in-situ mean
2001	862200	0.4572	in-situ mean
2002	862200	0.4572	in-situ mean
2003	862200	0.4572	in-situ
2004	862200	0.4572	in-situ mean
2005	862200	0.4572	in-situ mean
2006	862200	0.4572	in-situ mean
2007	862200	0.4572	in-situ mean
2008	862200	0.4572	in-situ mean
2009	862200	0.4572	in-situ mean
2010	862200	0.4572	in-situ mean
2011	862200	0.4572	in-situ mean
2012	862200	0.4572	in-situ mean
1979	862400	2.46566	global mean
1980	862400	2.46566	global mean
1981	862400	2.46566	global mean
1982	862400	2.46566	global mean
1983	862400	2.46566	global mean
1984	862400	2.46566	global mean
1985	862400	2.46566	global mean
1986	862400	2.46566	global mean
1987	862400	2.46566	global mean
1988	862400	2.46566	global mean
1989	862400	2.46566	global mean
1990	862400	2.46566	global mean
1991	862400	2.46566	global mean
1992	862400	2.46566	global mean
1993	862400	2.46566	global mean
1994	862400	2.46566	global mean
1995	862400	2.46566	global mean
1996	862400	2.46566	global mean
1997	862400	2.46566	global mean
1998	862400	2.46566	global mean
1999	862400	2.46566	global mean
2000	862400	2.46566	global mean
2001	862400	2.46566	global mean
2002	862400	2.46566	global mean
2003	862400	2.46566	global mean
2004	862400	2.46566	global mean
2005	862400	2.46566	global mean
2006	862400	2.46566	global mean
2007	862400	2.46566	global mean
2008	862400	2.46566	global mean
2009	862400	2.46566	global mean
2010	862400	2.46566	global mean
2011	862400	2.46566	global mean
2012	862400	2.46566	global mean
1979	865000	2.46566	global mean
1980	865000	2.46566	global mean
1981	865000	2.46566	global mean
1982	865000	2.46566	global mean
1983	865000	2.46566	global mean
1984	865000	2.46566	global mean
1985	865000	2.46566	global mean
1986	865000	2.46566	global mean
1987	865000	2.46566	global mean
1988	865000	2.46566	global mean
1989	865000	2.46566	global mean
1990	865000	2.46566	global mean
1991	865000	2.46566	global mean
1992	865000	2.46566	global mean
1993	865000	2.46566	global mean
1994	865000	2.46566	global mean
1995	865000	2.46566	global mean
1996	865000	2.46566	global mean
1997	865000	2.46566	global mean
1998	865000	2.46566	global mean
1999	865000	2.46566	global mean
2000	865000	2.46566	global mean
2001	865000	2.46566	global mean
2002	865000	2.46566	global mean
2003	865000	2.46566	global mean
2004	865000	2.46566	global mean
2005	865000	2.46566	global mean
2006	865000	2.46566	global mean
2007	865000	2.46566	global mean
2008	865000	2.46566	global mean
2009	865000	2.46566	global mean
2010	865000	2.46566	global mean
2011	865000	2.46566	global mean
2012	865000	2.46566	global mean
1979	873900	2	satellite mean
1980	873900	2	satellite mean
1981	873900	2	satellite mean
1982	873900	2	satellite mean
1983	873900	2	satellite mean
1984	873900	2	satellite mean
1985	873900	2	satellite mean
1986	873900	2	satellite mean
1987	873900	2	satellite mean
1988	873900	2	satellite mean
1989	873900	2	satellite mean
1990	873900	2	satellite mean
1991	873900	2	satellite mean
1992	873900	2	satellite mean
1993	873900	2	satellite mean
1994	873900	2	satellite mean
1995	873900	2	satellite mean
1996	873900	2	satellite mean
1997	873900	2	satellite mean
1998	873900	2	satellite mean
1999	873900	2	satellite mean
2000	873900	2	satellite mean
2001	873900	2	satellite mean
2002	873900	2	satellite mean
2003	873900	2	satellite mean
2004	873900	2	satellite mean
2005	873900	2	satellite mean
2006	873900	2	satellite mean
2007	873900	2	satellite mean
2008	873900	2	satellite mean
2009	873900	2	satellite mean
2010	873900	2	satellite mean
2011	873900	2	satellite mean
2012	873900	2	satellite mean
1979	879400	0.68215	satellite mean
1980	879400	0.68215	satellite mean
1981	879400	0.68215	satellite mean
1982	879400	0.68215	satellite mean
1983	879400	0.68215	satellite mean
1984	879400	0.68215	satellite mean
1985	879400	0.68215	satellite mean
1986	879400	0.68215	satellite mean
1987	879400	0.68215	satellite mean
1988	879400	0.68215	satellite mean
1989	879400	0.68215	satellite mean
1990	879400	0.68215	satellite mean
1991	879400	0.68215	satellite mean
1992	879400	0.68215	satellite mean
1993	879400	0.68215	satellite mean
1994	879400	0.68215	satellite mean
1995	879400	0.68215	satellite mean
1996	879400	0.68215	satellite mean
1997	879400	0.68215	satellite mean
1998	879400	0.68215	satellite mean
1999	879400	0.68215	satellite mean
2000	879400	0.68215	satellite mean
2001	879400	0.68215	satellite mean
2002	879400	0.68215	satellite mean
2003	879400	0.68215	satellite mean
2004	879400	0.68215	satellite mean
2005	879400	0.68215	satellite mean
2006	879400	0.68215	satellite mean
2007	879400	0.68215	satellite mean
2008	879400	0.68215	satellite mean
2009	879400	0.68215	satellite mean
2010	879400	0.68215	satellite mean
2011	879400	0.68215	satellite mean
2012	879400	0.68215	satellite mean
1979	881600	2.46566	global mean
1980	881600	2.46566	global mean
1981	881600	2.46566	global mean
1982	881600	2.46566	global mean
1983	881600	2.46566	global mean
1984	881600	2.46566	global mean
1985	881600	2.46566	global mean
1986	881600	2.46566	global mean
1987	881600	2.46566	global mean
1988	881600	2.46566	global mean
1989	881600	2.46566	global mean
1990	881600	2.46566	global mean
1991	881600	2.46566	global mean
1992	881600	2.46566	global mean
1993	881600	2.46566	global mean
1994	881600	2.46566	global mean
1995	881600	2.46566	global mean
1996	881600	2.46566	global mean
1997	881600	2.46566	global mean
1998	881600	2.46566	global mean
1999	881600	2.46566	global mean
2000	881600	2.46566	global mean
2001	881600	2.46566	global mean
2002	881600	2.46566	global mean
2003	881600	2.46566	global mean
2004	881600	2.46566	global mean
2005	881600	2.46566	global mean
2006	881600	2.46566	global mean
2007	881600	2.46566	global mean
2008	881600	2.46566	global mean
2009	881600	2.46566	global mean
2010	881600	2.46566	global mean
2011	881600	2.46566	global mean
2012	881600	2.46566	global mean
1979	884700	0.904626667	in-situ mean
1980	884700	0.3	in-situ
1981	884700	0.904626667	in-situ mean
1982	884700	0.904626667	in-situ mean
1983	884700	0.904626667	in-situ mean
1984	884700	0.904626667	in-situ mean
1985	884700	0.904626667	in-situ mean
1986	884700	0.904626667	in-situ mean
1987	884700	0.904626667	in-situ mean
1988	884700	0.904626667	in-situ mean
1989	884700	0.904626667	in-situ mean
1990	884700	0.904626667	in-situ mean
1991	884700	0.904626667	in-situ mean
1992	884700	0.904626667	in-situ mean
1993	884700	0.904626667	in-situ mean
1994	884700	0.904626667	in-situ mean
1995	884700	0.904626667	in-situ mean
1996	884700	0.904626667	in-situ mean
1997	884700	0.904626667	in-situ mean
1998	884700	0.904626667	in-situ mean
1999	884700	0.904626667	in-situ mean
2000	884700	0.904626667	in-situ mean
2001	884700	0.904626667	in-situ mean
2002	884700	0.904626667	in-situ mean
2003	884700	0.904626667	in-situ mean
2004	884700	0.904626667	in-situ mean
2005	884700	0.904626667	in-situ mean
2006	884700	0.904626667	in-situ mean
2007	884700	0.904626667	in-situ mean
2008	884700	0.904626667	in-situ mean
2009	884700	0.904626667	in-situ mean
2010	884700	0.904626667	in-situ mean
2011	884700	0.904626667	in-situ mean
2012	884700	0.6096	in-situ
1979	886000	0.545375758	in-situ mean
1980	886000	0.2	in-situ
1981	886000	0.545375758	in-situ mean
1982	886000	0.545375758	in-situ mean
1983	886000	0.545375758	in-situ mean
1984	886000	0.545375758	in-situ mean
1985	886000	0.545375758	in-situ mean
1986	886000	0.545375758	in-situ mean
1987	886000	0.545375758	in-situ mean
1988	886000	0.545375758	in-situ mean
1989	886000	0.545375758	in-situ mean
1990	886000	0.545375758	in-situ mean
1991	886000	0.545375758	in-situ mean
1992	886000	0.545375758	in-situ mean
1993	886000	0.545375758	in-situ mean
1994	886000	0.545375758	in-situ mean
1995	886000	0.545375758	in-situ mean
1996	886000	0.545375758	in-situ mean
1997	886000	0.545375758	in-situ mean
1998	886000	0.545375758	in-situ mean
1999	886000	0.545375758	in-situ mean
2000	886000	0.545375758	in-situ mean
2001	886000	0.545375758	in-situ mean
2002	886000	0.545375758	in-situ mean
2003	886000	0.545375758	in-situ mean
2004	886000	0.545375758	in-situ mean
2005	886000	0.545375758	in-situ mean
2006	886000	0.545375758	in-situ mean
2007	886000	0.595085714	in-situ
2008	886000	0.48006	in-situ
2009	886000	0.545375758	in-situ mean
2010	886000	0.545375758	in-situ mean
2011	886000	0.545375758	in-situ mean
2012	886000	0.545375758	in-situ mean
1979	894700	2.46566	global mean
1980	894700	2.46566	global mean
1981	894700	2.46566	global mean
1982	894700	2.46566	global mean
1983	894700	2.46566	global mean
1984	894700	2.46566	global mean
1985	894700	2.46566	global mean
1986	894700	2.46566	global mean
1987	894700	2.46566	global mean
1988	894700	2.46566	global mean
1989	894700	2.46566	global mean
1990	894700	2.46566	global mean
1991	894700	2.46566	global mean
1992	894700	2.46566	global mean
1993	894700	2.46566	global mean
1994	894700	2.46566	global mean
1995	894700	2.46566	global mean
1996	894700	2.46566	global mean
1997	894700	2.46566	global mean
1998	894700	2.46566	global mean
1999	894700	2.46566	global mean
2000	894700	2.46566	global mean
2001	894700	2.46566	global mean
2002	894700	2.46566	global mean
2003	894700	2.46566	global mean
2004	894700	2.46566	global mean
2005	894700	2.46566	global mean
2006	894700	2.46566	global mean
2007	894700	2.46566	global mean
2008	894700	2.46566	global mean
2009	894700	2.46566	global mean
2010	894700	2.46566	global mean
2011	894700	2.46566	global mean
2012	894700	2.46566	global mean
1979	894900	2.24395	satellite mean
1980	894900	2.24395	satellite mean
1981	894900	2.24395	satellite mean
1982	894900	2.24395	satellite mean
1983	894900	2.24395	satellite mean
1984	894900	2.24395	satellite mean
1985	894900	2.24395	satellite mean
1986	894900	2.24395	satellite mean
1987	894900	2.24395	satellite mean
1988	894900	2.24395	satellite mean
1989	894900	2.24395	satellite mean
1990	894900	2.24395	satellite mean
1991	894900	2.24395	satellite mean
1992	894900	2.24395	satellite mean
1993	894900	2.24395	satellite mean
1994	894900	2.24395	satellite mean
1995	894900	2.24395	satellite mean
1996	894900	2.24395	satellite mean
1997	894900	2.24395	satellite mean
1998	894900	2.24395	satellite mean
1999	894900	2.24395	satellite mean
2000	894900	2.24395	satellite mean
2001	894900	2.24395	satellite mean
2002	894900	2.24395	satellite mean
2003	894900	2.24395	satellite mean
2004	894900	2.24395	satellite mean
2005	894900	2.24395	satellite mean
2006	894900	2.24395	satellite mean
2007	894900	2.24395	satellite mean
2008	894900	2.24395	satellite mean
2009	894900	2.24395	satellite mean
2010	894900	2.24395	satellite mean
2011	894900	2.24395	satellite mean
2012	894900	2.24395	satellite mean
1979	903700	0.796399189	in-situ mean
1980	903700	0.796399189	in-situ mean
1981	903700	0.796399189	in-situ mean
1982	903700	0.796399189	in-situ mean
1983	903700	0.796399189	in-situ mean
1984	903700	0.796399189	in-situ mean
1985	903700	0.796399189	in-situ mean
1986	903700	0.796399189	in-situ mean
1987	903700	0.796399189	in-situ mean
1988	903700	0.796399189	in-situ mean
1989	903700	0.796399189	in-situ mean
1990	903700	0.796399189	in-situ mean
1991	903700	0.796399189	in-situ mean
1992	903700	0.796399189	in-situ mean
1993	903700	0.796399189	in-situ mean
1994	903700	0.796399189	in-situ mean
1995	903700	0.796399189	in-situ mean
1996	903700	0.796399189	in-situ mean
1997	903700	0.7239	in-situ
1998	903700	0.94295	in-situ
1999	903700	1.044685	in-situ
2000	903700	0.85725	in-situ
2001	903700	0.57912	in-situ
2002	903700	0.3048	in-situ
2003	903700	0.796399189	in-situ mean
2004	903700	0.8763	in-situ
2005	903700	0.741836364	in-situ
2006	903700	1.2446	in-situ
2007	903700	0.594674286	in-situ
2008	903700	0.862877333	in-situ
2009	903700	0.408036364	in-situ
2010	903700	0.965177778	in-situ
2011	903700	0.597422222	in-situ
2012	903700	0.47244	in-situ
1979	930700	0.489767671	in-situ mean
1980	930700	0.489767671	in-situ mean
1981	930700	0.489767671	in-situ mean
1982	930700	0.489767671	in-situ mean
1983	930700	0.489767671	in-situ mean
1984	930700	0.489767671	in-situ mean
1985	930700	0.489767671	in-situ mean
1986	930700	0.489767671	in-situ mean
1987	930700	0.489767671	in-situ mean
1988	930700	0.489767671	in-situ mean
1989	930700	0.489767671	in-situ mean
1990	930700	0.489767671	in-situ mean
1991	930700	0.489767671	in-situ mean
1992	930700	0.489767671	in-situ mean
1993	930700	0.489767671	in-situ mean
1994	930700	0.489767671	in-situ mean
1995	930700	0.489767671	in-situ mean
1996	930700	0.489767671	in-situ mean
1997	930700	0.489767671	in-situ mean
1998	930700	0.489767671	in-situ mean
1999	930700	0.371475	in-situ
2000	930700	0.4572	in-situ
2001	930700	1.0668	in-situ
2002	930700	0.32385	in-situ
2003	930700	0.489767671	in-situ mean
2004	930700	0.762	in-situ
2005	930700	0.458893333	in-situ
2006	930700	0.4064	in-situ
2007	930700	0.4318	in-situ
2008	930700	0.511628571	in-situ
2009	930700	0.468085714	in-situ
2010	930700	0.4826	in-situ
2011	930700	0.489767671	in-situ mean
2012	930700	0.435428571	in-situ
1979	967200	0.6096	in-situ
1980	967200	0.6096	in-situ mean
1981	967200	0.6096	in-situ mean
1982	967200	0.6096	in-situ mean
1983	967200	0.6096	in-situ mean
1984	967200	0.6096	in-situ mean
1985	967200	0.6096	in-situ mean
1986	967200	0.6096	in-situ mean
1987	967200	0.6096	in-situ mean
1988	967200	0.6096	in-situ mean
