id,WBIC,longitude,latitude,State,division
329,786200,-88.45,43.14,WI,9
331,786300,-88.43,43.14,WI,9
332,786400,-88.43,43.14,WI,9
307,786500,-88.43,43.12,WI,9
306,786600,-88.44,43.12,WI,9
299,786700,-88.42,43.11,WI,9
297,786800,-88.43,43.11,WI,9
298,786900,-88.43,43.11,WI,9
399,787000,-88.93,43.22,WI,8
398,787100,-88.94,43.22,WI,8
410,787200,-88.73,43.23,WI,8
402,787300,-88.73,43.22,WI,8
418,787400,-88.48,43.27,WI,8
413,787500,-88.45,43.24,WI,8
436,787600,-88.91,43.31,WI,8
143,788000,-88.93,42.84,WI,8
138,788100,-88.95,42.83,WI,8
160,788200,-88.7,42.87,WI,8
412,788300,-88.82,43.24,WI,8
511,788400,-88.53,43.43,WI,8
262,788500,-88.46,43.05,WI,9
426,788600,-88.3,43.29,WI,9
99,788700,-89.06,42.77,WI,8
6,789700,-88.9,42.5,IL,2
1,790000,-88.88,42.49,IL,2
2,790200,-88.87,42.49,IL,2
27,791000,-88.89,42.56,WI,8
43,791500,-88.82,42.61,WI,8
38,793600,-88.6,42.6,WI,9
52,794200,-88.64,42.64,WI,9
79,795100,-88.68,42.72,WI,9
49,796100,-89.15,42.64,WI,8
50,797200,-88.86,42.64,WI,8
51,797300,-88.86,42.64,WI,8
104,799000,-89.18,42.78,WI,8
105,799200,-89.18,42.78,WI,8
98,799300,-89.18,42.77,WI,8
164,800400,-89.25,42.88,WI,8
189,800900,-89.35,42.94,WI,8
173,802000,-89.22,42.91,WI,8
196,802600,-89.25,42.96,WI,8
212,803400,-89.28,42.99,WI,8
220,803700,-89.32,43,WI,8
240,804000,-89.31,43.03,WI,8
265,804600,-89.36,43.06,WI,8
255,805000,-89.41,43.05,WI,8
276,805400,-89.42,43.08,WI,8
134,808200,-89.07,42.83,WI,8
150,808700,-88.96,42.85,WI,8
197,809100,-88.99,42.96,WI,8
206,809300,-89.02,42.98,WI,8
221,809600,-88.99,43,WI,8
234,809800,-88.98,43.02,WI,8
288,810200,-89.03,43.1,WI,8
287,810700,-89.04,43.1,WI,8
142,812300,-88.94,42.84,WI,8
139,812730,-88.94,42.83,WI,8
113,812800,-88.89,42.8,WI,8
207,813100,-88.98,42.98,WI,8
180,813700,-88.82,42.92,WI,8
129,815200,-88.73,42.82,WI,9
130,816000,-88.71,42.82,WI,9
102,816600,-88.69,42.77,WI,9
91,816800,-88.69,42.75,WI,9
172,817200,-88.71,42.9,WI,8
171,817300,-88.72,42.9,WI,8
120,818700,-88.64,42.81,WI,9
151,819800,-88.6,42.85,WI,8
161,820800,-88.57,42.87,WI,8
165,821000,-88.55,42.88,WI,8
185,822200,-88.48,42.93,WI,9
191,822300,-88.47,42.94,WI,9
181,823000,-88.68,42.92,WI,8
248,823700,-88.58,43.04,WI,8
199,823900,-88.66,42.96,WI,8
208,824400,-88.61,42.98,WI,8
209,825000,-88.5,42.98,WI,9
227,825800,-88.48,43.01,WI,9
213,826000,-88.47,42.99,WI,9
214,826300,-88.45,42.99,WI,9
229,826400,-88.45,43.01,WI,9
237,826600,-88.43,43.02,WI,9
263,826800,-88.45,43.05,WI,9
252,827000,-88.43,43.04,WI,9
266,827100,-88.43,43.06,WI,9
270,827300,-88.43,43.07,WI,9
279,827500,-88.42,43.08,WI,9
267,827700,-88.41,43.06,WI,9
271,828000,-88.39,43.07,WI,9
342,828200,-88.3,43.15,WI,9
407,828600,-88.2,43.22,WI,9
283,830300,-88.88,43.09,WI,8
268,830600,-88.91,43.07,WI,8
257,830700,-88.93,43.05,WI,8
247,830800,-88.92,43.04,WI,8
401,831500,-88.87,43.22,WI,8
460,833200,-88.81,43.34,WI,8
559,835100,-88.9,43.52,WI,8
598,835800,-88.92,43.57,WI,8
513,837100,-88.96,43.44,WI,8
400,837300,-88.89,43.22,WI,8
360,838300,-89.01,43.17,WI,8
359,839100,-89.06,43.17,WI,8
450,841700,-88.95,43.32,WI,8
488,843400,-89.04,43.39,WI,8
314,847100,-88.78,43.13,WI,8
249,848500,-88.5,43.04,WI,9
315,848800,-88.51,43.13,WI,9
305,849100,-88.45,43.12,WI,9
295,849400,-88.49,43.11,WI,9
277,849600,-88.46,43.08,WI,9
278,849800,-88.46,43.08,WI,9
296,850100,-88.45,43.11,WI,9
308,850300,-88.42,43.12,WI,9
300,850500,-88.42,43.11,WI,9
309,850700,-88.41,43.12,WI,9
341,850800,-88.38,43.15,WI,9
318,851000,-88.38,43.13,WI,9
392,851700,-88.35,43.21,WI,9
406,851800,-88.35,43.22,WI,9
404,851900,-88.36,43.22,WI,9
405,852000,-88.36,43.22,WI,9
351,852200,-88.35,43.16,WI,9
352,852400,-88.31,43.16,WI,9
371,852600,-88.33,43.18,WI,9
394,852900,-88.31,43.21,WI,9
414,853100,-88.28,43.24,WI,9
415,853200,-88.27,43.24,WI,9
440,853600,-88.28,43.31,WI,9
364,854100,-88.49,43.17,WI,9
335,854300,-88.47,43.15,WI,9
403,854900,-88.44,43.22,WI,8
420,855200,-88.4,43.27,WI,9
430,856800,-88.5,43.3,WI,8
437,857000,-88.49,43.31,WI,8
438,857900,-88.37,43.31,WI,9
439,858300,-88.33,43.31,WI,9
464,859900,-88.61,43.35,WI,8
560,861900,-88.56,43.52,WI,8
545,862200,-88.54,43.5,WI,8
219,872600,-89.48,43,WI,8
179,872700,-89.44,42.92,WI,8
225,872800,-89.53,43.01,WI,8
17,873100,-89.32,42.53,WI,8
140,873300,-89.3,42.84,WI,8
119,873400,-89.26,42.81,WI,8
118,873600,-89.3,42.81,WI,8
487,873700,-89.27,43.39,WI,8
62,873800,-89.36,42.67,WI,8
205,873900,-89.53,42.98,WI,8
5,874600,-89.16,42.5,IL,1
21,875200,-89.22,42.54,WI,8
56,879400,-89.41,42.65,WI,8
83,881600,-89.59,42.74,WI,8
103,884700,-89.3,42.78,WI,8
58,888600,-89.88,42.66,WI,7
30,888700,-89.87,42.57,WI,7
59,888800,-89.87,42.66,WI,7
32,894700,-89.77,42.58,WI,8
33,894900,-89.76,42.58,WI,8
93,903700,-89.97,42.76,WI,7
159,930700,-90.19,42.87,WI,7
61,939600,-90.28,42.67,WI,7
5038,966900,-89.42,45.5,WI,2
3315,967000,-89.63,45.28,WI,2
9004,967100,-89.26,45.97,WI,2
4211,967200,-89.24,45.39,WI,3
428,967300,-89.65,43.3,WI,8
8033,967400,-89.3,45.86,WI,2
3874,967500,-89.2,45.34,WI,3
5760,967600,-89.49,45.6,WI,2
7568,967700,-89.73,45.8,WI,2
3859,967800,-89.57,45.34,WI,2
8456,967900,-89.42,45.91,WI,2
3880,968000,-89.19,45.34,WI,3
6565,968100,-89.59,45.7,WI,2
4341,968200,-89.51,45.41,WI,2
3226,968300,-89.59,45.27,WI,2
3230,968400,-89.1,45.27,WI,3
10304,968500,-89.34,46.17,WI,2
3429,968700,-89.61,45.29,WI,2
8740,968800,-89.06,45.94,WI,2
8030,968900,-89.33,45.86,WI,2
6676,969000,-89.65,45.71,WI,2
8917,969100,-89.38,45.96,WI,2
8108,969200,-89.34,45.87,WI,2
7761,969300,-89.03,45.82,WI,3
9390,969400,-89.11,46.02,WI,2
1667,969500,-89.43,44.6,WI,5
4433,969600,-89.48,45.42,WI,2
5751,969700,-89.9,45.6,WI,2
6685,969800,-89.38,45.71,WI,2
7499,969900,-89.31,45.79,WI,2
7744,970000,-89.54,45.82,WI,2
1238,970100,-89.44,44.25,WI,5
2253,970200,-89.18,45.06,WI,3
4131,970300,-89.51,45.38,WI,2
8557,970400,-89.14,45.92,WI,2
4024,970500,-89.23,45.36,WI,3
4281,970600,-89.51,45.4,WI,2
4830,970700,-89.42,45.47,WI,2
6809,970800,-89.58,45.72,WI,2
7579,970900,-89.58,45.8,WI,2
8840,971000,-89.44,45.95,WI,2
7927,971100,-89.84,45.85,WI,2
8834,971200,-89.63,45.95,WI,2
4537,971300,-89.43,45.43,WI,2
9585,971400,-89.27,46.05,WI,2
7936,971500,-89.72,45.85,WI,2
7397,971600,-89.63,45.78,WI,2
10306,971700,-89.31,46.17,WI,2
3947,971800,-89.22,45.35,WI,3
4437,971900,-89.45,45.42,WI,2
7484,972000,-89.66,45.79,WI,2
8544,972100,-89.6,45.92,WI,2
9584,972200,-89.3,46.05,WI,2
7664,972400,-89.53,45.81,WI,2
7933,972500,-89.75,45.85,WI,2
6483,972600,-89.53,45.69,WI,2
4356,972700,-89.46,45.41,WI,2
4615,972800,-89.28,45.44,WI,3
5981,972900,-89.63,45.63,WI,2
7856,973000,-89.72,45.84,WI,2
3326,973100,-89.16,45.28,WI,3
5419,973200,-89.53,45.56,WI,2
6686,973300,-89.38,45.71,WI,2
10071,973400,-89.34,46.14,WI,2
8367,973500,-89.4,45.9,WI,2
7819,973600,-89.18,45.83,WI,2
7404,973700,-89.49,45.78,WI,2
4340,973800,-89.52,45.41,WI,2
4350,973900,-89.47,45.41,WI,2
5687,974000,-89.41,45.59,WI,2
6903,974100,-89.62,45.73,WI,2
8105,974200,-89.56,45.87,WI,2
8727,974300,-89.64,45.94,WI,2
4432,974400,-89.5,45.42,WI,2
8550,974500,-89.36,45.92,WI,2
8169,974700,-89.71,45.88,WI,2
3938,974800,-89.48,45.35,WI,2
7005,974900,-89.66,45.74,WI,2
5976,975000,-89.85,45.63,WI,2
4132,975200,-89.51,45.38,WI,2
4614,975300,-89.29,45.44,WI,3
9524,975400,-89.1,46.04,WI,2
9159,975500,-89.38,45.99,WI,2
9680,975600,-89.11,46.07,WI,2
7398,975700,-89.63,45.78,WI,2
5978,975800,-89.67,45.63,WI,2
5105,975900,-89.55,45.51,WI,2
8739,976100,-89.14,45.94,WI,2
9162,976200,-89.18,45.99,WI,2
9638,976300,-89,46.06,WI,2
9778,976500,-89.27,46.09,WI,2
6306,976700,-89.5,45.67,WI,2
8370,976800,-89.35,45.9,WI,2
7939,976900,-89.7,45.85,WI,2
4025,977000,-89.23,45.36,WI,3
5855,977100,-89.35,45.61,WI,2
6390,977200,-89.55,45.68,WI,2
6684,977300,-89.39,45.71,WI,2
7592,977400,-89.46,45.8,WI,2
8022,977500,-89.62,45.86,WI,2
525,977600,-89.42,43.46,WI,8
5588,977700,-89.48,45.58,WI,2
9001,977800,-89.31,45.97,WI,2
6392,977900,-89.53,45.68,WI,2
4606,978000,-89.45,45.44,WI,2
7814,978100,-89.5,45.83,WI,2
6678,978200,-89.61,45.71,WI,2
7954,978300,-89.31,45.85,WI,2
4271,978400,-89.55,45.4,WI,2
8265,978500,-89.75,45.89,WI,2
9002,978600,-89.29,45.97,WI,2
3643,978800,-89.2,45.31,WI,3
424,978900,-89.62,43.28,WI,8
566,979000,-89.25,43.53,WI,8
5296,979100,-89.7,45.54,WI,2
6813,979200,-89.42,45.72,WI,2
6472,979300,-89.69,45.69,WI,2
8164,979400,-89.77,45.88,WI,2
9954,979500,-89.21,46.12,WI,2
7403,979600,-89.51,45.78,WI,2
9158,979700,-89.41,45.99,WI,2
8263,979800,-89.83,45.89,WI,2
5763,979900,-89.43,45.6,WI,2
8999,980000,-89.44,45.97,WI,2
9515,980100,-89.38,46.04,WI,2
9084,980200,-89.31,45.98,WI,2
1198,980400,-90.34,44.21,WI,4
8368,980500,-89.39,45.9,WI,2
9776,980600,-89.28,46.09,WI,2
7955,980700,-89.31,45.85,WI,2
9676,980800,-89.23,46.07,WI,2
504,980900,-89.73,43.41,WI,7
6817,981000,-89.24,45.72,WI,2
7569,981100,-89.73,45.8,WI,2
7662,981200,-89.58,45.81,WI,2
6580,981300,-89.39,45.7,WI,2
8728,981400,-89.63,45.94,WI,2
4151,981500,-89.24,45.38,WI,3
4348,981800,-89.48,45.41,WI,2
7298,981900,-89.74,45.77,WI,2
4774,982000,-89.24,45.46,WI,3
9079,982100,-89.37,45.98,WI,2
7759,982200,-89.04,45.82,WI,3
6133,982300,-89.69,45.65,WI,2
7095,982400,-89.78,45.75,WI,2
8996,982500,-89.59,45.97,WI,2
3804,982600,-89.25,45.33,WI,3
4844,982700,-89.22,45.47,WI,3
7578,982800,-89.59,45.8,WI,2
3796,982900,-90.24,45.33,WI,2
4129,983000,-89.54,45.38,WI,2
8466,983100,-89.03,45.91,WI,3
9525,983200,-89.03,46.04,WI,2
6480,983300,-89.56,45.69,WI,2
6002,983400,-89.36,45.63,WI,2
5587,983500,-89.49,45.58,WI,2
8729,983600,-89.62,45.94,WI,2
3562,983700,-89.13,45.3,WI,3
8632,983800,-89.39,45.93,WI,2
5027,983900,-89.57,45.5,WI,2
8446,984000,-89.74,45.91,WI,2
5926,984100,-89.37,45.62,WI,2
5182,984200,-89.48,45.52,WI,2
7009,984300,-89.62,45.74,WI,2
6395,984400,-89.47,45.68,WI,2
5754,984600,-89.58,45.6,WI,2
8924,984700,-89.18,45.96,WI,2
8458,984800,-89.41,45.91,WI,2
3235,984900,-88.98,45.27,WI,3
1096,985000,-89.48,44.12,WI,5
423,985100,-89.65,43.28,WI,8
5918,985200,-89.51,45.62,WI,2
6220,985300,-89.49,45.66,WI,2
7572,985400,-89.68,45.8,WI,2
1848,985500,-89.38,44.75,WI,2
3316,985600,-89.62,45.28,WI,2
3946,985700,-89.23,45.35,WI,3
4362,985800,-89.45,45.41,WI,2
9442,985900,-89.55,46.03,WI,2
8088,986000,-89.86,45.87,WI,2
4207,986100,-89.48,45.39,WI,2
3458,986300,-89.13,45.29,WI,3
3650,986400,-89.09,45.31,WI,3
6059,986500,-89.57,45.64,WI,2
7194,986600,-89.75,45.76,WI,2
10155,986700,-89.2,46.15,WI,2
4678,986800,-89.6,45.45,WI,2
5039,987000,-89.41,45.5,WI,2
1726,987100,-89.42,44.67,WI,5
5975,987200,-89.88,45.63,WI,2
9679,987300,-89.12,46.07,WI,2
8184,987500,-89.22,45.88,WI,2
2951,987600,-89.64,45.23,WI,2
7958,987700,-89.15,45.85,WI,2
5759,987800,-89.5,45.6,WI,2
5503,987900,-89.43,45.57,WI,2
5171,988000,-89.73,45.52,WI,2
8626,988100,-89.73,45.93,WI,2
5998,988200,-89.45,45.63,WI,2
8847,988300,-89.18,45.95,WI,2
3320,988400,-89.61,45.28,WI,2
3416,988500,-89.7,45.29,WI,2
8261,988600,-89.87,45.89,WI,2
3817,988700,-89.18,45.33,WI,3
7208,988800,-89.58,45.76,WI,2
3415,988900,-89.71,45.29,WI,2
9735,989000,-89.26,46.08,WI,2
6561,989100,-89.7,45.7,WI,2
8101,989200,-89.65,45.87,WI,2
9674,989300,-89.4,46.07,WI,2
2511,989400,-89.67,45.16,WI,2
3432,989500,-89.6,45.29,WI,2
5764,989700,-89.41,45.6,WI,2
8364,989800,-89.46,45.9,WI,2
4427,990000,-89.53,45.42,WI,2
5301,990100,-89.43,45.54,WI,2
8167,990200,-89.75,45.88,WI,2
8450,990300,-89.7,45.91,WI,2
4775,990400,-89.22,45.46,WI,3
9157,990500,-89.5,45.99,WI,2
6302,990600,-89.56,45.67,WI,2
7582,990700,-89.56,45.8,WI,2
5922,990800,-89.48,45.62,WI,2
4683,990900,-89.47,45.45,WI,2
8919,991000,-89.35,45.96,WI,2
6141,991100,-89.52,45.65,WI,2
3856,991200,-89.66,45.34,WI,2
3529,991300,-89.63,45.3,WI,2
1195,991400,-89.43,44.2,WI,5
3625,991500,-89.62,45.31,WI,2
8358,991600,-89.71,45.9,WI,2
9238,991700,-89.32,46,WI,2
8833,991800,-89.64,45.95,WI,2
3736,991900,-89.21,45.32,WI,3
5913,992000,-89.65,45.62,WI,2
8103,992100,-89.63,45.87,WI,2
7659,992200,-89.66,45.81,WI,2
7010,992300,-89.61,45.74,WI,2
3744,992400,-89.09,45.32,WI,3
6918,992500,-89.11,45.73,WI,2
6315,992600,-89.29,45.67,WI,2
7218,992700,-89.43,45.76,WI,2
7940,992800,-89.69,45.85,WI,2
9588,992900,-88.98,46.05,WI,2
5919,993000,-89.51,45.62,WI,2
4701,993100,-89.19,45.45,WI,3
6139,993200,-89.58,45.65,WI,2
9948,993300,-89.34,46.12,WI,2
7807,993400,-89.67,45.83,WI,2
8838,993500,-89.53,45.95,WI,2
1222,993600,-89.43,44.23,WI,5
3327,993800,-89.16,45.28,WI,3
8995,993900,-89.62,45.97,WI,2
3314,994000,-89.64,45.28,WI,2
4282,994100,-89.51,45.4,WI,2
8730,994200,-89.47,45.94,WI,2
8109,994300,-89.34,45.87,WI,2
4533,994400,-89.47,45.43,WI,2
1502,994500,-89.52,44.45,WI,5
4530,994600,-89.48,45.43,WI,2
5028,994700,-89.57,45.5,WI,2
558,994800,-89.38,43.52,WI,8
1184,994900,-89.41,44.19,WI,5
5849,995000,-89.43,45.61,WI,2
6887,995100,-89.99,45.73,WI,2
9578,995200,-89.43,46.05,WI,2
4953,995300,-89.66,45.49,WI,2
7393,995400,-89.91,45.78,WI,2
4601,995500,-89.48,45.44,WI,2
8461,995600,-89.33,45.91,WI,2
4446,995700,-89.41,45.42,WI,3
9827,995800,-89.22,46.1,WI,2
9510,995900,-89.45,46.04,WI,2
5990,996000,-89.53,45.63,WI,2
7297,996100,-89.76,45.77,WI,2
8034,996200,-89.27,45.86,WI,2
1588,996300,-89.55,44.54,WI,5
4540,996400,-89.42,45.43,WI,2
4588,996500,-89.7,45.44,WI,2
4028,996600,-89.19,45.36,WI,3
10080,996700,-89.25,46.14,WI,2
5686,996800,-89.42,45.59,WI,2
9579,996900,-89.39,46.05,WI,2
429,997000,-89.61,43.3,WI,8
5172,997100,-89.72,45.52,WI,2
9739,997200,-89.22,46.08,WI,2
3124,997300,-88.98,45.26,WI,3
7395,997400,-89.71,45.78,WI,2
5512,997500,-89.09,45.57,WI,2
9236,997600,-89.38,46,WI,2
6477,997700,-89.58,45.69,WI,2
5175,997800,-89.63,45.52,WI,2
5589,997900,-89.48,45.58,WI,2
7501,998000,-89.27,45.79,WI,2
1805,998100,-89.44,44.72,WI,2
4688,998200,-89.41,45.45,WI,3
8451,998300,-89.7,45.91,WI,2
8839,998400,-89.47,45.95,WI,2
8023,998500,-89.61,45.86,WI,2
10232,998600,-89.29,46.16,WI,2
6576,998700,-89.43,45.7,WI,2
7577,998800,-89.61,45.8,WI,2
8837,998900,-89.56,45.95,WI,2
9780,999000,-89.22,46.09,WI,2
10307,999100,-89.3,46.17,WI,2
1864,999200,-89.36,44.76,WI,2
7667,999300,-89.5,45.81,WI,2
1873,999400,-89.34,44.77,WI,2
8276,999500,-89.49,45.89,WI,2
7409,999600,-89.13,45.78,WI,2
3940,999700,-89.27,45.35,WI,3
3867,999800,-89.24,45.34,WI,3
4603,999900,-89.47,45.44,WI,2
8846,1000000,-89.25,45.95,WI,2
3618,1000100,-90.22,45.31,WI,2
3631,1000200,-89.6,45.31,WI,2
4276,1000300,-89.52,45.4,WI,2
9508,1000400,-89.5,46.04,WI,2
10308,1000500,-89.29,46.17,WI,2
382,1000600,-90.39,43.19,WI,7
1194,1000800,-89.45,44.2,WI,5
3440,1000900,-89.2,45.29,WI,3
4534,1001000,-89.47,45.43,WI,2
5585,1001100,-89.53,45.58,WI,2
5927,1001200,-89.34,45.62,WI,2
6679,1001300,-89.6,45.71,WI,2
7405,1001400,-89.49,45.78,WI,2
5684,1001500,-89.47,45.59,WI,2
8283,1001600,-89.23,45.89,WI,2
6479,1001700,-89.57,45.69,WI,2
4426,1001800,-89.55,45.42,WI,2
7559,1001900,-89.99,45.8,WI,2
7004,1002000,-89.71,45.74,WI,2
7109,1002100,-89.41,45.75,WI,2
8552,1002200,-89.32,45.92,WI,2
3554,1002300,-89.19,45.3,WI,3
3645,1002400,-89.19,45.31,WI,3
4779,1002500,-89.19,45.46,WI,3
8354,1002600,-89.84,45.9,WI,2
3799,1002700,-89.59,45.33,WI,2
6904,1002800,-89.62,45.73,WI,2
8094,1002900,-89.77,45.87,WI,2
9391,1003000,-89.1,46.02,WI,2
8090,1003100,-89.83,45.87,WI,2
10154,1003200,-89.22,46.15,WI,2
6389,1003300,-89.56,45.68,WI,2
5841,1003400,-89.55,45.61,WI,2
4952,1003500,-89.85,45.49,WI,2
3728,1003600,-89.23,45.32,WI,3
8369,1003700,-89.39,45.9,WI,2
4070,1003800,-89.48,45.37,WI,2
7488,1003900,-89.64,45.79,WI,2
7857,1004000,-89.72,45.84,WI,2
4586,1004100,-90.18,45.44,WI,2
5098,1004300,-89.67,45.51,WI,2
8186,1004400,-89.18,45.88,WI,2
8543,1004500,-89.62,45.92,WI,2
6303,1004600,-89.53,45.67,WI,2
7594,1004700,-89.32,45.8,WI,2
7573,1004800,-89.68,45.8,WI,2
7741,1004900,-89.6,45.82,WI,2
6068,1005000,-89.37,45.64,WI,2
7674,1005100,-89.27,45.81,WI,2
4743,1005200,-89.73,45.46,WI,2
5758,1005300,-89.52,45.6,WI,2
1872,1005400,-89.35,44.77,WI,2
3536,1005500,-89.6,45.3,WI,2
4617,1005600,-89.26,45.44,WI,3
10008,1005700,-89.33,46.13,WI,2
8455,1005800,-89.43,45.91,WI,2
4357,1005900,-89.46,45.41,WI,2
7211,1006000,-89.52,45.76,WI,2
1185,1006100,-89.4,44.19,WI,5
6578,1006200,-89.42,45.7,WI,2
6584,1006300,-89.32,45.7,WI,2
6318,1006400,-89.18,45.67,WI,2
422,1006500,-89.66,43.28,WI,8
8111,1006600,-89.25,45.87,WI,2
1930,1006700,-89.32,44.84,WI,2
6910,1006800,-89.46,45.73,WI,2
9523,1006900,-89.11,46.04,WI,2
7195,1007000,-89.75,45.76,WI,2
2075,1007100,-89.28,44.93,WI,2
3231,1007200,-89.1,45.27,WI,3
1704,1007300,-89.41,44.64,WI,5
5923,1007400,-89.45,45.62,WI,2
7400,1007500,-89.6,45.78,WI,2
8633,1007600,-89.35,45.93,WI,2
3221,1007700,-89.62,45.27,WI,2
6815,1007800,-89.4,45.72,WI,2
6569,1007900,-89.55,45.7,WI,2
3819,1008000,-89.14,45.33,WI,3
9881,1008100,-89.01,46.11,WI,2
5678,1008200,-89.57,45.59,WI,2
9636,1008300,-89.08,46.06,WI,2
9634,1008400,-89.33,46.06,WI,2
6057,1008500,-89.64,45.64,WI,2
3222,1008600,-89.61,45.27,WI,2
8630,1008700,-89.59,45.93,WI,2
6481,1008800,-89.55,45.69,WI,2
3414,1008900,-89.72,45.29,WI,2
4447,1009000,-89.36,45.42,WI,3
5834,1009100,-89.66,45.61,WI,2
4608,1009200,-89.42,45.44,WI,2
1454,1009300,-89.51,44.42,WI,5
8027,1009400,-89.42,45.86,WI,2
3862,1009500,-89.27,45.34,WI,3
8095,1009600,-89.75,45.87,WI,2
8262,1009800,-89.86,45.89,WI,2
9074,1009900,-89.7,45.98,WI,2
9583,1010000,-89.31,46.05,WI,2
3566,1010100,-89.06,45.3,WI,3
3328,1010200,-89.16,45.28,WI,3
3948,1010300,-89.22,45.35,WI,3
3733,1010400,-89.22,45.32,WI,3
4610,1010500,-89.41,45.44,WI,3
4698,1010600,-89.27,45.45,WI,3
4899,1010700,-89.56,45.48,WI,2
5986,1010800,-89.57,45.63,WI,2
5991,1010900,-89.51,45.63,WI,2
5856,1011000,-89.34,45.61,WI,2
8188,1011100,-89.15,45.88,WI,2
8462,1011200,-89.32,45.91,WI,2
10081,1011300,-89.24,46.14,WI,2
5979,1011400,-89.65,45.63,WI,2
3340,1011500,-89.04,45.28,WI,3
523,1011600,-89.49,43.46,WI,8
4351,1011700,-89.47,45.41,WI,2
8842,1011800,-89.42,45.95,WI,2
9087,1011900,-89.21,45.98,WI,2
1110,1012000,-89.51,44.13,WI,5
5034,1012100,-89.43,45.5,WI,2
7734,1012200,-89.92,45.82,WI,2
9952,1012300,-89.24,46.12,WI,2
1193,1012500,-89.47,44.2,WI,5
4153,1012600,-89.19,45.38,WI,3
9320,1012700,-89.31,46.01,WI,2
5676,1012800,-89.59,45.59,WI,2
7200,1012900,-89.66,45.76,WI,2
5752,1013000,-89.75,45.6,WI,2
5982,1013100,-89.59,45.63,WI,2
8545,1013200,-89.59,45.92,WI,2
5921,1013300,-89.5,45.62,WI,2
9073,1013500,-89.71,45.98,WI,2
9005,1013600,-89.2,45.97,WI,2
9003,1013700,-89.29,45.97,WI,2
9310,1013800,-89.52,46.01,WI,2
8835,1014000,-89.61,45.95,WI,2
6058,1014100,-89.58,45.64,WI,2
3462,1014200,-89.1,45.29,WI,3
8836,1014300,-89.59,45.95,WI,2
4697,1014400,-89.28,45.45,WI,3
5104,1014500,-89.56,45.51,WI,2
5842,1014600,-89.5,45.61,WI,2
7299,1014700,-89.74,45.77,WI,2
7017,1014750,-89.49,45.74,WI,2
5983,1014800,-89.59,45.63,WI,2
6804,1014900,-89.63,45.72,WI,2
448,1015000,-89.67,43.32,WI,8
7098,1015100,-89.7,45.75,WI,2
3120,1015200,-89.1,45.26,WI,3
1696,1015300,-89.41,44.63,WI,5
5924,1015400,-89.45,45.62,WI,2
7305,1015500,-89.61,45.77,WI,2
8357,1015600,-89.73,45.9,WI,2
1146,1015700,-89.49,44.16,WI,5
6803,1015800,-89.65,45.72,WI,2
8913,1015900,-89.63,45.96,WI,2
8922,1016000,-89.24,45.96,WI,2
7941,1016100,-89.69,45.85,WI,2
7928,1016200,-89.82,45.85,WI,2
7684,1016400,-89.03,45.81,WI,3
8553,1016500,-89.31,45.92,WI,2
6064,1016600,-89.5,45.64,WI,2
7312,1016700,-89.47,45.77,WI,2
8841,1016800,-89.43,45.95,WI,2
3734,1016900,-89.22,45.32,WI,3
3644,1017100,-89.2,45.31,WI,3
1183,1017200,-89.42,44.19,WI,5
843,1017300,-89.9,43.89,WI,5
4335,1017400,-89.62,45.41,WI,2
4846,1017500,-89.2,45.47,WI,3
7655,1017600,-89.77,45.81,WI,2
6912,1017700,-89.41,45.73,WI,2
6394,1017800,-89.48,45.68,WI,2
6677,1017900,-89.65,45.71,WI,2
5240,1018100,-89.71,45.53,WI,2
8629,1018200,-89.6,45.93,WI,2
9743,1018300,-88.94,46.08,WI,2
3737,1018400,-89.21,45.32,WI,3
8733,1018500,-89.36,45.94,WI,2
6149,1018600,-89.27,45.65,WI,2
9387,1018700,-89.4,46.02,WI,2
9317,1018800,-89.33,46.01,WI,2
6060,1018900,-89.54,45.64,WI,2
8923,1019000,-89.19,45.96,WI,2
4673,1019100,-89.73,45.45,WI,2
8185,1019200,-89.2,45.88,WI,2
5843,1019300,-89.5,45.61,WI,2
5920,1019400,-89.51,45.62,WI,2
5680,1019500,-89.54,45.59,WI,2
8037,1019600,-89.17,45.86,WI,2
3740,1019700,-89.2,45.32,WI,3
9383,1019800,-89.57,46.02,WI,2
4438,1019900,-89.45,45.42,WI,2
9315,1020000,-89.39,46.01,WI,2
5833,1020100,-89.68,45.61,WI,2
7310,1020200,-89.48,45.77,WI,2
9582,1020300,-89.32,46.05,WI,2
7500,1020400,-89.3,45.79,WI,2
8540,1020500,-89.74,45.92,WI,2
8160,1020600,-89.85,45.88,WI,2
3448,1020700,-89.18,45.29,WI,3
8551,1020900,-89.33,45.92,WI,2
7872,1021000,-89.57,45.84,WI,2
3875,1021100,-89.2,45.34,WI,3
1807,1021200,-89.39,44.72,WI,2
6475,1021300,-89.59,45.69,WI,2
7196,1021400,-89.74,45.76,WI,2
3227,1021500,-89.59,45.27,WI,2
4342,1021600,-89.51,45.41,WI,2
8375,1021800,-89.21,45.9,WI,2
4523,1021900,-89.5,45.43,WI,2
9085,1022000,-89.31,45.98,WI,2
6317,1022100,-89.25,45.67,WI,2
3528,1022200,-89.64,45.3,WI,2
7810,1022300,-89.61,45.83,WI,2
5850,1022400,-89.43,45.61,WI,2
6386,1022500,-89.59,45.68,WI,2
8465,1022600,-89.13,45.91,WI,2
9389,1022700,-89.27,46.02,WI,2
8089,1022800,-89.85,45.87,WI,2
8726,1022900,-89.7,45.94,WI,2
4074,1023000,-89.29,45.37,WI,3
